121.00000,14.00000,3.4,3.4,3.9,4.3,4.3,4.5,4.6,4.6,4.5,4.0,3.6,3.7
121.00000,14.25000,3.4,3.5,3.9,4.4,4.3,4.5,4.6,4.7,4.5,4.1,3.6,3.7
121.00000,14.50000,3.5,3.5,3.9,4.4,4.4,4.5,4.7,4.7,4.5,4.1,3.6,3.8
121.00000,14.75000,3.5,3.5,3.9,4.4,4.4,4.6,4.7,4.7,4.4,4.1,3.6,3.8
121.00000,15.00000,3.4,3.5,3.8,4.4,4.5,4.5,4.7,4.7,4.4,4.1,3.6,3.7
121.25000,14.00000,3.4,3.5,4.0,4.3,4.4,4.5,4.6,4.7,4.4,4.0,3.6,3.8
121.25000,14.25000,3.4,3.5,4.1,4.5,4.4,4.6,4.6,4.8,4.5,4.1,3.6,3.8
121.25000,14.50000,3.5,3.5,3.9,4.4,4.4,4.6,4.7,4.7,4.5,4.1,3.6,3.8
121.25000,14.75000,3.5,3.6,3.9,4.4,4.5,4.7,4.8,4.8,4.6,4.2,3.6,3.8
121.25000,15.00000,3.4,3.4,3.7,4.3,4.3,4.4,4.6,4.6,4.3,3.9,3.5,3.7
121.50000,14.00000,3.4,3.4,3.9,4.2,4.1,4.3,4.3,4.6,4.3,3.9,3.5,3.7
121.50000,14.25000,3.4,3.5,4.0,4.3,4.4,4.6,4.6,4.7,4.4,4.1,3.5,3.8
121.50000,14.50000,3.5,3.5,3.8,4.4,4.4,4.6,4.6,4.7,4.5,4.1,3.6,3.7
121.50000,14.75000,3.5,3.6,3.9,4.4,4.5,4.5,4.7,4.8,4.4,4.1,3.6,3.8
121.50000,15.00000,3.6,3.5,4.0,4.5,4.6,4.7,4.7,4.9,4.6,4.3,3.8,3.9
121.75000,14.00000,3.4,3.5,4.0,4.4,4.4,4.5,4.5,4.7,4.5,4.1,3.6,3.8
121.75000,14.25000,3.4,3.5,4.0,4.4,4.5,4.7,4.6,4.7,4.5,4.1,3.6,3.8
121.75000,14.50000,3.5,3.6,4.0,4.4,4.5,4.6,4.6,4.7,4.5,4.2,3.6,3.8
121.75000,14.75000,3.6,3.6,4.0,4.4,4.5,4.7,4.6,4.9,4.6,4.2,3.7,3.9
121.75000,15.00000,3.5,3.6,4.0,4.5,4.5,4.7,4.7,4.8,4.6,4.2,3.7,3.8
122.00000,14.00000,3.4,3.5,4.1,4.3,4.4,4.5,4.5,4.7,4.5,4.1,3.6,3.7
122.00000,14.25000,3.5,3.6,4.0,4.4,4.4,4.6,4.6,4.8,4.5,4.1,3.6,3.8
122.00000,14.50000,3.6,3.6,4.0,4.4,4.5,4.7,4.6,4.8,4.6,4.2,3.6,3.9
122.00000,14.75000,3.5,3.6,4.0,4.4,4.5,4.8,4.6,4.8,4.6,4.2,3.7,3.9
122.00000,15.00000,3.5,3.6,4.0,4.5,4.5,4.7,4.7,4.8,4.6,4.2,3.7,3.8
